,zipcode,type,commoncity,county,areacode
1628,94199,Unique,"San Francisco, Pacific Area Office",San Francisco County,Area Code 415
1629,94203,Unique,Sacramento,Sacramento County,Area Code 916
1630,94204,Unique,Sacramento,Sacramento County,Area Code 916
1631,94205,Unique,Sacramento,Sacramento County,Area Code 916
1632,94206,Unique,Sacramento,Sacramento County,Area Code 916
1633,94207,Unique,Sacramento,Sacramento County,Area Code 916
1634,94208,Unique,Sacramento,Sacramento County,Area Code 916
1635,94209,Unique,Sacramento,Sacramento County,Area Code 916
1636,94211,Unique,Sacramento,Sacramento County,Area Code 916
1637,94229,Unique,Sacramento,Sacramento County,Area Code 916
1638,94230,Unique,Sacramento,Sacramento County,Area Code 916
1639,94232,Unique,Sacramento,Sacramento County,Area Code 916
1640,94234,Unique,Sacramento,Sacramento County,Area Code 916
1641,94235,Unique,Sacramento,Sacramento County,Area Code 916
1642,94236,Unique,Sacramento,Sacramento County,Area Code 916
1643,94237,Unique,Sacramento,Sacramento County,Area Code 916
1644,94239,Unique,Sacramento,Sacramento County,Area Code 916
1645,94240,Unique,Sacramento,Sacramento County,Area Code 916
1646,94244,Unique,Sacramento,Sacramento County,Area Code 916
1647,94245,Unique,Sacramento,Sacramento County,Area Code 916
1648,94246,PO Box,Sacramento,Sacramento County,Area Code 916
1649,94247,Unique,Sacramento,Sacramento County,Area Code 916
1650,94248,Unique,Sacramento,Sacramento County,Area Code 916
1651,94249,Unique,Sacramento,Sacramento County,Area Code 916
1652,94250,Unique,Sacramento,Sacramento County,Area Code 916
1653,94252,Unique,Sacramento,Sacramento County,Area Code 916
1654,94254,Unique,Sacramento,Sacramento County,Area Code 916
1655,94256,Unique,Sacramento,Sacramento County,Area Code 916
1656,94257,Unique,Sacramento,Sacramento County,Area Code 916
1657,94258,Unique,Sacramento,Sacramento County,Area Code 916
1658,94259,Unique,Sacramento,Sacramento County,Area Code 916
1659,94261,Unique,Sacramento,Sacramento County,Area Code 916
1660,94262,Unique,Sacramento,Sacramento County,Area Code 916
1661,94263,Unique,Sacramento,Sacramento County,Area Code 916
1662,94267,Unique,Sacramento,Sacramento County,Area Code 916
1663,94268,Unique,Sacramento,Sacramento County,Area Code 916
1664,94269,Unique,Sacramento,Sacramento County,Area Code 916
1665,94271,Unique,Sacramento,Sacramento County,Area Code 916
1666,94273,Unique,Sacramento,Sacramento County,Area Code 916
1667,94274,Unique,Sacramento,Sacramento County,Area Code 916
1668,94277,Unique,Sacramento,Sacramento County,Area Code 916
1669,94278,Unique,Sacramento,Sacramento County,Area Code 916
1670,94279,Unique,Sacramento,Sacramento County,Area Code 916
1671,94280,Unique,Sacramento,Sacramento County,Area Code 916
1672,94282,Unique,Sacramento,Sacramento County,Area Code 916
1673,94283,Unique,Sacramento,Sacramento County,Area Code 916
1674,94284,Unique,Sacramento,Sacramento County,Area Code 916
1675,94285,Unique,Sacramento,Sacramento County,Area Code 916
1676,94286,PO Box,Sacramento,Sacramento County,Area Code 916
1677,94287,Unique,Sacramento,Sacramento County,Area Code 916
1678,94288,Unique,Sacramento,Sacramento County,Area Code 916
1679,94289,Unique,Sacramento,Sacramento County,Area Code 916
1680,94290,Unique,Sacramento,Sacramento County,Area Code 916
1681,94291,Unique,Sacramento,Sacramento County,Area Code 916
1682,94293,Unique,Sacramento,Sacramento County,Area Code 916
1683,94294,Unique,Sacramento,Sacramento County,Area Code 916
1684,94295,Unique,Sacramento,Sacramento County,Area Code 916
1685,94296,Unique,Sacramento,Sacramento County,Area Code 916
1686,94297,Unique,Sacramento,Sacramento County,Area Code 916
1687,94298,Unique,Sacramento,Sacramento County,Area Code 916
1688,94299,Unique,Sacramento,Sacramento County,Area Code 916
1689,94301,Standard,Palo Alto,Santa Clara County,Area Code 650
1690,94302,PO Box,Palo Alto,Santa Clara County,Area Code 650
1691,94303,Standard,"Palo Alto, E Palo Alto, East Palo Alto",San Mateo County,Area Code 650
1692,94304,Standard,Palo Alto,Santa Clara County,Area Code 650
1693,94305,Standard,"Stanford, Palo Alto",Santa Clara County,Area Code 650
1694,94306,Standard,Palo Alto,Santa Clara County,Area Code 650
1695,94309,PO Box,"Palo Alto, Stanford",Santa Clara County,Area Code 650
1696,94401,Standard,San Mateo,San Mateo County,Area Code 650
1697,94402,Standard,San Mateo,San Mateo County,Area Code 650
1698,94403,Standard,San Mateo,San Mateo County,Area Code 650
1699,94404,Standard,"San Mateo, Foster City",San Mateo County,Area Code 650
1700,94497,Unique,San Mateo,San Mateo County,Area Code 650
1701,94501,Standard,Alameda,Alameda County,Area Code 510
1702,94502,Standard,Alameda,Alameda County,Area Code 510
1703,94503,Standard,"American Canyon, American Cyn, Vallejo",Napa County,Area Code 707
1704,94505,Standard,"Discovery Bay, Byron",Contra Costa County,
1705,94506,Standard,"Danville, Blackhawk",Contra Costa County,Area Code 925
1706,94507,Standard,Alamo,Contra Costa County,
1707,94508,Standard,Angwin,Napa County,Area Code 707
1708,94509,Standard,Antioch,Contra Costa County,Area Code 925
1709,94510,Standard,Benicia,Solano County,Area Code 707
1710,94511,PO Box,Bethel Island,Contra Costa County,
1711,94512,Standard,Birds Landing,Solano County,Area Code 707
1712,94513,Standard,Brentwood,Contra Costa County,Area Code 925
1713,94514,Standard,"Byron, Discovery Bay",Contra Costa County,Area Code 925
1714,94515,Standard,Calistoga,Napa County,Area Code 707
1715,94516,PO Box,Canyon,Contra Costa County,
1716,94517,Standard,Clayton,Contra Costa County,Area Code 925
1717,94518,Standard,Concord,Contra Costa County,Area Code 925
1718,94519,Standard,Concord,Contra Costa County,Area Code 925
1719,94520,Standard,Concord,Contra Costa County,Area Code 925
1720,94521,Standard,Concord,Contra Costa County,Area Code 925
1721,94522,PO Box,Concord,Contra Costa County,Area Code 925
1722,94523,Standard,"Pleasant Hill, Concord",Contra Costa County,Area Code 925
1723,94524,PO Box,Concord,Contra Costa County,Area Code 925
1724,94525,Standard,Crockett,Contra Costa County,Area Code 510
1725,94526,Standard,Danville,Contra Costa County,Area Code 925
1726,94527,PO Box,Concord,Contra Costa County,Area Code 925
1727,94528,PO Box,Diablo,Contra Costa County,
1728,94529,Unique,Concord,Contra Costa County,Area Code 925
1729,94530,Standard,El Cerrito,Contra Costa County,
1730,94531,Standard,Antioch,Contra Costa County,Area Code 925
1731,94533,Standard,Fairfield,Solano County,Area Code 707
1732,94534,Standard,"Fairfield, Suisun City",Solano County,Area Code 707
1733,94535,Standard,"Travis AFB, Fairfield",Solano County,Area Code 707
1734,94536,Standard,Fremont,Alameda County,Area Code 408Area Code 510Area Code 650Area Code 669Area Code 925
1735,94537,PO Box,Fremont,Alameda County,Area Code 510
1736,94538,Standard,Fremont,Alameda County,Area Code 408Area Code 510Area Code 650Area Code 669Area Code 925
1737,94539,Standard,Fremont,Alameda County,Area Code 408Area Code 510Area Code 650Area Code 669Area Code 925
1738,94540,PO Box,Hayward,Alameda County,Area Code 510
1739,94541,Standard,Hayward,Alameda County,Area Code 925Area Code 510
1740,94542,Standard,Hayward,Alameda County,Area Code 510
1741,94543,PO Box,Hayward,Alameda County,Area Code 510
1742,94544,Standard,Hayward,Alameda County,Area Code 510Area Code 925
1743,94545,Standard,Hayward,Alameda County,Area Code 510Area Code 925
1744,94546,Standard,"Castro Valley, Hayward",Alameda County,Area Code 510
1745,94547,Standard,"Hercules, Rodeo",Contra Costa County,Area Code 510
1746,94548,PO Box,Knightsen,Contra Costa County,
1747,94549,Standard,Lafayette,Contra Costa County,Area Code 925
1748,94550,Standard,Livermore,Alameda County,Area Code 925
1749,94551,Standard,Livermore,Alameda County,Area Code 925
1750,94552,Standard,"Castro Valley, Hayward",Alameda County,Area Code 510
1751,94553,Standard,"Martinez, Briones, Pacheco",Contra Costa County,Area Code 925
1752,94555,Standard,Fremont,Alameda County,Area Code 510
1753,94556,Standard,Moraga,Contra Costa County,Area Code 925
1754,94557,PO Box,"Hayward, Mount Eden",Alameda County,Area Code 510
1755,94558,Standard,"Napa, Spanish Flat",Napa County,Area Code 707
1756,94559,Standard,Napa,Napa County,Area Code 707
1757,94560,Standard,Newark,Alameda County,Area Code 510
1758,94561,Standard,Oakley,Contra Costa County,Area Code 925
1759,94562,PO Box,Oakville,Napa County,Area Code 707
1760,94563,Standard,Orinda,Contra Costa County,Area Code 925
1761,94564,Standard,Pinole,Contra Costa County,Area Code 510
1762,94565,Standard,"Pittsburg, Bay Point",Contra Costa County,Area Code 925
1763,94566,Standard,Pleasanton,Alameda County,Area Code 925
1764,94567,Standard,Pope Valley,Napa County,Area Code 707
1765,94568,Standard,"Dublin, Pleasanton",Alameda County,Area Code 925
1766,94569,PO Box,Port Costa,Contra Costa County,
1767,94570,PO Box,Moraga,Contra Costa County,Area Code 925
1768,94571,Standard,Rio Vista,Solano County,Area Code 707
1769,94572,Standard,Rodeo,Contra Costa County,Area Code 510
1770,94573,PO Box,Rutherford,Napa County,Area Code 707
1771,94574,Standard,Saint Helena,Napa County,Area Code 707
1772,94575,Standard,Moraga,Contra Costa County,Area Code 925
1773,94576,Standard,"Deer Park, Angwin",Napa County,Area Code 707
1774,94577,Standard,San Leandro,Alameda County,Area Code 510
1775,94578,Standard,San Leandro,Alameda County,Area Code 510
1776,94579,Standard,San Leandro,Alameda County,Area Code 510
1777,94580,Standard,San Lorenzo,Alameda County,
1778,94581,PO Box,Napa,Napa County,Area Code 707
1779,94582,Standard,San Ramon,Contra Costa County,Area Code 925
1780,94583,Standard,San Ramon,Contra Costa County,Area Code 925
1781,94585,Standard,"Suisun City, Birds Lndg",Solano County,Area Code 707
1782,94586,Standard,Sunol,Alameda County,Area Code 925
1783,94587,Standard,Union City,Alameda County,Area Code 510
1784,94588,Standard,Pleasanton,Alameda County,Area Code 925
1785,94589,Standard,"Vallejo, American Canyon, American Cyn",Solano County,Area Code 707
1786,94590,Standard,Vallejo,Solano County,Area Code 707
1787,94591,Standard,Vallejo,Solano County,Area Code 707
1788,94592,Standard,Vallejo,Solano County,Area Code 707
1789,94595,Standard,"Walnut Creek, Lafayette",Contra Costa County,Area Code 925Area Code 510Area Code 707
1790,94596,Standard,Walnut Creek,Contra Costa County,Area Code 510Area Code 707Area Code 925
1791,94597,Standard,"Walnut Creek, Lafayette",Contra Costa County,Area Code 925
1792,94598,Standard,Walnut Creek,Contra Costa County,Area Code 510Area Code 707Area Code 925
1793,94599,Standard,Yountville,Napa County,Area Code 707
1794,94601,Standard,Oakland,Alameda County,Area Code 510
1795,94602,Standard,"Oakland, Piedmont",Alameda County,Area Code 510
1796,94603,Standard,Oakland,Alameda County,Area Code 510
1797,94604,PO Box,Oakland,Alameda County,Area Code 510
1798,94605,Standard,Oakland,Alameda County,Area Code 510
1799,94606,Standard,Oakland,Alameda County,Area Code 510
1800,94607,Standard,Oakland,Alameda County,Area Code 415Area Code 510
1801,94608,Standard,"Emeryville, Oakland",Alameda County,Area Code 510
1802,94609,Standard,Oakland,Alameda County,Area Code 510
1803,94610,Standard,"Oakland, Piedmont",Alameda County,Area Code 415Area Code 510
1804,94611,Standard,"Oakland, Piedmont",Alameda County,Area Code 510
1805,94612,Standard,Oakland,Alameda County,Area Code 415Area Code 925Area Code 510
1806,94613,PO Box,Oakland,Alameda County,Area Code 510
1807,94614,PO Box,Oakland,Alameda County,Area Code 510
1808,94615,Standard,Oakland,Alameda County,Area Code 415Area Code 510Area Code 925
1809,94617,Standard,Oakland,Alameda County,Area Code 415Area Code 510Area Code 925
1810,94618,Standard,"Oakland, Piedmont",Alameda County,Area Code 510
1811,94619,Standard,Oakland,Alameda County,Area Code 510
1812,94620,PO Box,"Piedmont, Oakland",Alameda County,Area Code 510
1813,94621,Standard,Oakland,Alameda County,Area Code 510
1814,94622,Unique,Oakland,Alameda County,Area Code 510
1815,94623,PO Box,Oakland,Alameda County,Area Code 510
1816,94624,PO Box,Oakland,Alameda County,Area Code 510
1817,94625,Unique,Oakland,Alameda County,Area Code 510
1818,94649,Unique,Oakland,Alameda County,Area Code 510
1819,94659,Unique,Oakland,Alameda County,Area Code 510
1820,94660,Unique,Oakland,Alameda County,Area Code 510
1821,94661,PO Box,Oakland,Alameda County,Area Code 510
1822,94662,PO Box,"Emeryville, Oakland",Alameda County,Area Code 510
1823,94666,Unique,Oakland,Alameda County,Area Code 510
1824,94701,PO Box,Berkeley,Alameda County,Area Code 510
1825,94702,Standard,Berkeley,Alameda County,Area Code 510
1826,94703,Standard,Berkeley,Alameda County,Area Code 510
1827,94704,Standard,Berkeley,Alameda County,Area Code 510
1828,94705,Standard,Berkeley,Alameda County,Area Code 510
1829,94706,Standard,"Albany, Berkeley, Kensington",Alameda County,Area Code 510
1830,94707,Standard,"Berkeley, Albany, Kensington",Alameda County,Area Code 510
1831,94708,Standard,"Berkeley, Kensington",Alameda County,Area Code 510
1832,94709,Standard,Berkeley,Alameda County,Area Code 510
1833,94710,Standard,"Berkeley, Albany",Alameda County,Area Code 510
1834,94712,PO Box,Berkeley,Alameda County,Area Code 510
1835,94720,Unique,Berkeley,Alameda County,Area Code 510
1836,94801,Standard,"Richmond, N Richmond, North Richmond, Point Richmo...",Contra Costa County,Area Code 510
1837,94802,PO Box,Richmond,Contra Costa County,Area Code 510
1838,94803,Standard,"El Sobrante, Richmond, San Pablo",Contra Costa County,Area Code 510
1839,94804,Standard,Richmond,Contra Costa County,Area Code 510
1840,94805,Standard,"Richmond, San Pablo",Contra Costa County,Area Code 510
1841,94806,Standard,"San Pablo, Hilltop Mall, Richmond",Contra Costa County,
1842,94807,PO Box,Richmond,Contra Costa County,Area Code 510
1843,94808,PO Box,Richmond,Contra Costa County,Area Code 510
1844,94820,PO Box,"El Sobrante, Richmond",Contra Costa County,Area Code 510
1845,94850,Standard,Richmond,Contra Costa County,Area Code 510
1846,94901,Standard,"San Rafael, San Anselmo",Marin County,Area Code 415
1847,94903,Standard,San Rafael,Marin County,Area Code 415
1848,94904,Standard,"Greenbrae, Kentfield",Marin County,Area Code 415
1849,94912,PO Box,San Rafael,Marin County,Area Code 415
1850,94913,PO Box,San Rafael,Marin County,Area Code 415
1851,94914,PO Box,Kentfield,Marin County,
1852,94915,PO Box,San Rafael,Marin County,Area Code 415
1853,94920,Standard,"Belvedere Tiburon, Bel Tiburon, Belvedere, Tiburon",Marin County,Area Code 415
1854,94922,Standard,Bodega,Sonoma County,Area Code 707
1855,94923,Standard,Bodega Bay,Sonoma County,Area Code 707
1856,94924,Standard,Bolinas,Marin County,Area Code 415
1857,94925,Standard,Corte Madera,Marin County,Area Code 415
1858,94926,Unique,"Rohnert Park, Cotati",Sonoma County,Area Code 707
1859,94927,PO Box,"Rohnert Park, Cotati",Sonoma County,Area Code 707
1860,94928,Standard,"Rohnert Park, Cotati",Sonoma County,Area Code 707
1861,94929,PO Box,Dillon Beach,Marin County,
1862,94930,Standard,Fairfax,Marin County,Area Code 415
1863,94931,Standard,Cotati,Sonoma County,Area Code 707
1864,94933,PO Box,Forest Knolls,Marin County,
1865,94937,Standard,Inverness,Marin County,Area Code 415
1866,94938,PO Box,Lagunitas,Marin County,
1867,94939,Standard,Larkspur,Marin County,Area Code 415
1868,94940,Standard,Marshall,Marin County,Area Code 707
1869,94941,Standard,Mill Valley,Marin County,Area Code 415
1870,94942,PO Box,Mill Valley,Marin County,Area Code 415
1871,94945,Standard,Novato,Marin County,Area Code 415
1872,94946,Standard,Nicasio,Marin County,Area Code 415
1873,94947,Standard,Novato,Marin County,Area Code 415
1874,94948,PO Box,Novato,Marin County,Area Code 415
1875,94949,Standard,Novato,Marin County,Area Code 415
1876,94950,PO Box,Olema,Marin County,
1877,94951,Standard,Penngrove,Sonoma County,Area Code 707
1878,94952,Standard,Petaluma,Sonoma County,Area Code 707
1879,94953,PO Box,Petaluma,Sonoma County,Area Code 707
1880,94954,Standard,Petaluma,Sonoma County,Area Code 707
1881,94955,PO Box,Petaluma,Sonoma County,Area Code 707
1882,94956,Standard,"Point Reyes Station, Pt Reyes Sta",Marin County,Area Code 415
1883,94957,PO Box,Ross,Marin County,
1884,94960,Standard,San Anselmo,Marin County,Area Code 415
1885,94963,PO Box,San Geronimo,Marin County,
1886,94964,PO Box,San Quentin,Marin County,
1887,94965,Standard,"Sausalito, Muir Beach",Marin County,Area Code 415
1888,94966,PO Box,Sausalito,Marin County,Area Code 415
1889,94970,Standard,Stinson Beach,Marin County,Area Code 415
1890,94971,PO Box,Tomales,Marin County,
1891,94972,Standard,Valley Ford,Marin County,Area Code 707
1892,94973,PO Box,Woodacre,Marin County,
1893,94974,Standard,San Quentin,Marin County,Area Code 415
1894,94975,PO Box,Petaluma,Sonoma County,Area Code 707
1895,94976,PO Box,Corte Madera,Marin County,Area Code 415
1896,94977,PO Box,Larkspur,Marin County,Area Code 415
1897,94978,PO Box,Fairfax,Marin County,Area Code 415
1898,94979,PO Box,San Anselmo,Marin County,Area Code 415
1899,94998,Unique,Novato,Marin County,Area Code 415
1900,94999,Standard,Petaluma,Sonoma County,Area Code 707
1901,95001,PO Box,Aptos,Santa Cruz County,Area Code 831
1902,95002,PO Box,"Alviso, San Jose",Santa Clara County,Area Code 408
1903,95003,Standard,Aptos,Santa Cruz County,Area Code 831
1904,95004,Standard,Aromas,Monterey County,Area Code 831
1905,95005,Standard,Ben Lomond,Santa Cruz County,Area Code 831
1906,95006,Standard,Boulder Creek,Santa Cruz County,Area Code 831
1907,95007,PO Box,Brookdale,Santa Cruz County,Area Code 831
1908,95008,Standard,Campbell,Santa Clara County,Area Code 408Area Code 669
1909,95009,PO Box,Campbell,Santa Clara County,Area Code 408
1910,95010,Standard,Capitola,Santa Cruz County,Area Code 831
1911,95011,PO Box,Campbell,Santa Clara County,Area Code 408
1912,95012,Standard,Castroville,Monterey County,Area Code 831
1913,95013,PO Box,Coyote,Santa Clara County,Area Code 408
1914,95014,Standard,"Cupertino, Monte Vista, Permanente",Santa Clara County,Area Code 408
1915,95015,PO Box,Cupertino,Santa Clara County,Area Code 408
1916,95017,Standard,Davenport,Santa Cruz County,Area Code 831
1917,95018,Standard,Felton,Santa Cruz County,Area Code 831
1918,95019,Standard,Freedom,Santa Cruz County,Area Code 831
1919,95020,Standard,Gilroy,Santa Clara County,Area Code 408Area Code 669
1920,95021,PO Box,Gilroy,Santa Clara County,Area Code 408
1921,95023,Standard,Hollister,San Benito County,Area Code 408Area Code 831
1922,95024,PO Box,Hollister,San Benito County,Area Code 831
1923,95026,PO Box,"Holy City, Redwood Est, Redwood Estates",Santa Clara County,
1924,95030,Standard,"Los Gatos, Monte Sereno",Santa Clara County,Area Code 669Area Code 408
1925,95031,PO Box,Los Gatos,Santa Clara County,Area Code 408
1926,95032,Standard,Los Gatos,Santa Clara County,Area Code 408Area Code 669
1927,95033,Standard,Los Gatos,Santa Cruz County,Area Code 408Area Code 669
1928,95035,Standard,Milpitas,Santa Clara County,Area Code 408
1929,95036,PO Box,Milpitas,Santa Clara County,Area Code 408
1930,95037,Standard,Morgan Hill,Santa Clara County,Area Code 408Area Code 669
1931,95038,PO Box,Morgan Hill,Santa Clara County,Area Code 408
1932,95039,Standard,Moss Landing,Monterey County,
1933,95041,PO Box,Mount Hermon,Santa Cruz County,Area Code 831
1934,95042,PO Box,New Almaden,Santa Clara County,Area Code 408
1935,95043,Standard,Paicines,San Benito County,Area Code 831
1936,95044,PO Box,"Redwood Estates, Redwood Est",Santa Clara County,
1937,95045,Standard,"San Juan Bautista, Sn Jun Batsta",San Benito County,Area Code 408Area Code 831
1938,95046,Standard,San Martin,Santa Clara County,Area Code 408Area Code 669
1939,95050,Standard,Santa Clara,Santa Clara County,Area Code 408
1940,95051,Standard,Santa Clara,Santa Clara County,Area Code 408
1941,95052,PO Box,Santa Clara,Santa Clara County,Area Code 408
1942,95053,Unique,Santa Clara,Santa Clara County,Area Code 408
1943,95054,Standard,Santa Clara,Santa Clara County,Area Code 408
1944,95055,PO Box,Santa Clara,Santa Clara County,Area Code 408
1945,95056,PO Box,Santa Clara,Santa Clara County,Area Code 408
1946,95060,Standard,"Santa Cruz, Bonny Doon, Scotts Valley",Santa Cruz County,Area Code 831
1947,95061,PO Box,Santa Cruz,Santa Cruz County,Area Code 831
1948,95062,Standard,Santa Cruz,Santa Cruz County,Area Code 831
1949,95063,PO Box,Santa Cruz,Santa Cruz County,Area Code 831
1950,95064,Standard,Santa Cruz,Santa Cruz County,Area Code 831
1951,95065,Standard,Santa Cruz,Santa Cruz County,Area Code 831
1952,95066,Standard,"Scotts Valley, Santa Cruz",Santa Cruz County,Area Code 831
1953,95067,PO Box,"Scotts Valley, Santa Cruz",Santa Cruz County,Area Code 831
1954,95070,Standard,Saratoga,Santa Clara County,Area Code 408
1955,95071,PO Box,Saratoga,Santa Clara County,Area Code 408
1956,95073,Standard,Soquel,Santa Cruz County,Area Code 831
1957,95075,Standard,Tres Pinos,San Benito County,Area Code 408Area Code 831
1958,95076,Standard,"Watsonville, Corralitos, La Selva Bch, La Selva Beach...",Santa Cruz County,Area Code 408Area Code 831
1959,95077,PO Box,Watsonville,Santa Cruz County,Area Code 831
1960,95101,Standard,San Jose,Santa Clara County,Area Code 408Area Code 510Area Code 650Area Code 669
1961,95103,PO Box,San Jose,Santa Clara County,Area Code 408
1962,95106,PO Box,San Jose,Santa Clara County,Area Code 408
1963,95108,PO Box,San Jose,Santa Clara County,Area Code 408
1964,95109,PO Box,San Jose,Santa Clara County,Area Code 408
1965,95110,Standard,San Jose,Santa Clara County,Area Code 408Area Code 650Area Code 669
1966,95111,Standard,San Jose,Santa Clara County,Area Code 408
1967,95112,Standard,San Jose,Santa Clara County,Area Code 408Area Code 650Area Code 669
1968,95113,Standard,San Jose,Santa Clara County,Area Code 408Area Code 650Area Code 669
1969,95115,PO Box,San Jose,Santa Clara County,Area Code 408
1970,95116,Standard,San Jose,Santa Clara County,Area Code 408
1971,95117,Standard,San Jose,Santa Clara County,Area Code 408
1972,95118,Standard,San Jose,Santa Clara County,Area Code 408
1973,95119,Standard,San Jose,Santa Clara County,Area Code 408Area Code 669
1974,95120,Standard,San Jose,Santa Clara County,Area Code 408
1975,95121,Standard,San Jose,Santa Clara County,Area Code 408
1976,95122,Standard,San Jose,Santa Clara County,Area Code 408
1977,95123,Standard,San Jose,Santa Clara County,Area Code 408Area Code 669
1978,95124,Standard,San Jose,Santa Clara County,Area Code 408
1979,95125,Standard,San Jose,Santa Clara County,Area Code 408
1980,95126,Standard,San Jose,Santa Clara County,Area Code 408
1981,95127,Standard,San Jose,Santa Clara County,Area Code 408
1982,95128,Standard,San Jose,Santa Clara County,Area Code 408
1983,95129,Standard,San Jose,Santa Clara County,Area Code 408
1984,95130,Standard,San Jose,Santa Clara County,Area Code 408
1985,95131,Standard,San Jose,Santa Clara County,Area Code 408Area Code 510Area Code 650Area Code 669
1986,95132,Standard,San Jose,Santa Clara County,Area Code 408
1987,95133,Standard,San Jose,Santa Clara County,Area Code 408
1988,95134,Standard,San Jose,Santa Clara County,Area Code 408Area Code 510Area Code 650Area Code 669
1989,95135,Standard,San Jose,Santa Clara County,Area Code 408
1990,95136,Standard,San Jose,Santa Clara County,Area Code 408
1991,95138,Standard,San Jose,Santa Clara County,Area Code 408Area Code 669
1992,95139,Standard,San Jose,Santa Clara County,Area Code 408
1993,95140,Standard,"Mount Hamilton, Mt Hamilton, San Jose",Santa Clara County,Area Code 408
1994,95141,Standard,San Jose,Santa Clara County,Area Code 408
1995,95148,Standard,San Jose,Santa Clara County,Area Code 408
1996,95150,PO Box,San Jose,Santa Clara County,Area Code 408
1997,95151,PO Box,San Jose,Santa Clara County,Area Code 408
1998,95152,PO Box,San Jose,Santa Clara County,Area Code 408
1999,95153,PO Box,San Jose,Santa Clara County,Area Code 408
2000,95154,PO Box,San Jose,Santa Clara County,Area Code 408
2001,95155,PO Box,San Jose,Santa Clara County,Area Code 408
2002,95156,PO Box,San Jose,Santa Clara County,Area Code 408
2003,95157,PO Box,San Jose,Santa Clara County,Area Code 408
2004,95158,PO Box,San Jose,Santa Clara County,Area Code 408
2005,95159,PO Box,San Jose,Santa Clara County,Area Code 408
2006,95160,PO Box,San Jose,Santa Clara County,Area Code 408
2007,95161,PO Box,San Jose,Santa Clara County,Area Code 408
2008,95164,PO Box,San Jose,Santa Clara County,Area Code 408
2009,95170,PO Box,San Jose,Santa Clara County,Area Code 408
2010,95172,PO Box,San Jose,Santa Clara County,Area Code 408
2011,95173,PO Box,San Jose,Santa Clara County,Area Code 408
2012,95190,Unique,San Jose,Santa Clara County,Area Code 408
2013,95191,Unique,San Jose,Santa Clara County,Area Code 408
2014,95192,Unique,San Jose,Santa Clara County,Area Code 408
2015,95193,Unique,San Jose,Santa Clara County,Area Code 408
2016,95194,Unique,San Jose,Santa Clara County,Area Code 408
2017,95196,Unique,San Jose,Santa Clara County,Area Code 408
2018,95201,PO Box,Stockton,San Joaquin County,Area Code 209
2019,95202,Standard,Stockton,San Joaquin County,Area Code 209
2020,95203,Standard,Stockton,San Joaquin County,Area Code 209
2021,95204,Standard,Stockton,San Joaquin County,Area Code 209
2022,95205,Standard,Stockton,San Joaquin County,Area Code 209
2023,95206,Standard,Stockton,San Joaquin County,Area Code 209
2024,95207,Standard,Stockton,San Joaquin County,Area Code 209
2025,95208,PO Box,Stockton,San Joaquin County,Area Code 209
2026,95209,Standard,Stockton,San Joaquin County,Area Code 209
2027,95210,Standard,Stockton,San Joaquin County,Area Code 209
2028,95211,Unique,Stockton,San Joaquin County,Area Code 209
2029,95212,Standard,"Stockton, Morada",San Joaquin County,Area Code 209
2030,95213,PO Box,Stockton,San Joaquin County,Area Code 209
2031,95214,Unique,Stockton,,
2032,95215,Standard,Stockton,San Joaquin County,Area Code 209
2033,95219,Standard,Stockton,San Joaquin County,Area Code 209
2034,95220,Standard,Acampo,San Joaquin County,Area Code 209
2035,95221,PO Box,"Altaville, Angels Camp",Calaveras County,Area Code 209
2036,95222,Standard,Angels Camp,Calaveras County,Area Code 209
2037,95223,Standard,"Arnold, Bear Valley, Camp Connell",Calaveras County,
2038,95224,PO Box,Avery,Calaveras County,Area Code 209
2039,95225,PO Box,Burson,Calaveras County,Area Code 209
2040,95226,PO Box,"Campo Seco, Valley Spgs, Valley Springs",Calaveras County,Area Code 209
2041,95227,PO Box,Clements,San Joaquin County,Area Code 209
2042,95228,Standard,Copperopolis,Calaveras County,Area Code 209
2043,95229,PO Box,"Douglas Flat, Vallecito",Calaveras County,Area Code 209
2044,95230,Standard,Farmington,San Joaquin County,Area Code 209
2045,95231,Standard,French Camp,San Joaquin County,Area Code 209
2046,95232,Standard,Glencoe,Calaveras County,Area Code 209
2047,95233,PO Box,"Hathaway Pines, Hathaway Pnes",Calaveras County,Area Code 209
2048,95234,PO Box,Holt,San Joaquin County,Area Code 209
2049,95236,Standard,Linden,San Joaquin County,Area Code 209
2050,95237,Standard,Lockeford,San Joaquin County,Area Code 209
2051,95240,Standard,Lodi,San Joaquin County,Area Code 209
2052,95241,PO Box,Lodi,San Joaquin County,Area Code 209
2053,95242,Standard,Lodi,San Joaquin County,Area Code 209
2054,95245,Standard,"Mokelumne Hill, Mokelumne Hl",Calaveras County,Area Code 209
2055,95246,Standard,"Mountain Ranch, Mtn Ranch, Sheep Ranch",Calaveras County,Area Code 209
2056,95247,Standard,Murphys,Calaveras County,Area Code 209
2057,95248,PO Box,"Rail Road Flat, Rail Rd Flat",Calaveras County,Area Code 209
2058,95249,Standard,San Andreas,Calaveras County,Area Code 209
2059,95250,Standard,"San Andreas, Sheep Ranch",Calaveras County,Area Code 209
2060,95251,Standard,Vallecito,Calaveras County,Area Code 209
2061,95252,Standard,"Valley Springs, Valley Spgs",Calaveras County,Area Code 209
2062,95253,PO Box,Victor,San Joaquin County,Area Code 209
2063,95254,PO Box,Wallace,Calaveras County,Area Code 209
